issue_id,title,description,issue_type,priority,status,story_points,duration_days,created_date,due_date,assignee,project
PROJ-2706,Create task contribution guidelines,"Documentation task: Write comprehensive docs for task board in task. Include code examples, diagrams, and troubleshooting tips.",Docs,Medium,In Review,4,22,2025-01-11,2025-02-02,user_1,Project-Epsilon
PROJ-2707,Create new calendar dashboard widget,New feature request from stakeholders: user management capability in inventory. Should support bulk operations and generating reports.,Feature,High,Done,7,26,2025-03-20,2025-04-15,user_5,Project-Epsilon
PROJ-2708,Implement role-based access for kanban,New feature request from stakeholders: calendar capability in billing. Should support bulk operations and syncing data.,Feature,High,In Progress,6,35,2025-04-13,2025-05-18,user_15,Project-Delta
PROJ-2709,Build notifications chart component,"Frontend implementation: Build the timeline component for billing. Must be reusable, accessible (WCAG 2.1), and work across all supported browsers.",Frontend,Low,In Progress,4,26,2024-12-12,2025-01-07,user_11,Project-Alpha
PROJ-2710,Fix memory leak in inventory service,"After the recent deployment, reporting is throwing a null reference error. The root cause appears to be in the notification service layer.",Bug,Medium,In Progress,5,25,2025-04-11,2025-05-06,user_11,Project-Epsilon
PROJ-2711,Implement profile database connection pooling,Create the server-side logic for task board in task. Follow RESTful conventions and include Swagger documentation.,Backend,Highest,In Progress,6,20,2024-08-13,2024-09-02,user_16,Project-Epsilon
PROJ-2712,Add audit trail for sprint planning,Product requirement: Build a comprehensive kanban system integrated with project. Must support deleting records with proper validation and error handling.,Feature,Medium,In Review,8,42,2025-01-04,2025-02-15,user_7,Project-Alpha
PROJ-2713,Create payment logo variations,Visual design task: Update kanban in dashboard to match the new brand guidelines. Deliver in Figma with proper component structure.,Design,High,To Do,4,22,2024-03-22,2024-04-13,user_8,Project-Gamma
PROJ-2714,Implement activity feed autocomplete search,Create a performant sprint planning UI component. Optimize for re-renders and ensure smooth animations at 60fps.,Frontend,Medium,To Do,5,34,2024-04-17,2024-05-21,user_15,Project-Delta
PROJ-2715,Update report configuration settings,Routine maintenance task: syncing data in the auth module. Ensure all tests pass after changes.,Task,Low,In Review,3,17,2024-09-13,2024-09-30,user_10,Project-Gamma
PROJ-2716,Create timeline breadcrumb navigation,"Frontend implementation: Build the backlog component for workflow. Must be reusable, accessible (WCAG 2.1), and work across all supported browsers.",Frontend,Highest,To Do,4,22,2025-01-06,2025-01-28,user_8,Project-Theta
PROJ-2717,Add file upload toast notifications,Implement the client-side logic for sprint planning. Use existing design tokens and component library. Include unit tests.,Frontend,Medium,In Progress,8,33,2025-02-20,2025-03-25,user_11,Project-Epsilon
PROJ-2718,Build inventory health check endpoint,Create the server-side logic for sprint planning in settings. Follow RESTful conventions and include Swagger documentation.,Backend,Low,To Do,5,31,2024-05-12,2024-06-12,user_15,Project-Eta
PROJ-2719,Set up staging environment for GCP,DevOps task: Set up infrastructure for sprint planning in profile. Must follow security best practices and be documented in the runbook.,Devops,High,To Do,2,18,2024-06-29,2024-07-17,user_11,Project-Theta
PROJ-2720,Implement kanban responsive grid layout,Build backlog with proper error boundaries and loading states. Follow atomic design principles.,Frontend,High,In Progress,6,24,2024-10-08,2024-11-01,user_14,Project-Delta
PROJ-2721,Implement SSO for user,New feature request from stakeholders: reporting capability in project. Should support bulk operations and submitting forms.,Feature,Highest,In Progress,6,32,2024-02-25,2024-03-28,user_4,Project-Alpha
PROJ-2722,Write migration guide for dashboard,"Write detailed documentation for comments including setup instructions, configuration options, and common pitfalls.",Docs,Low,To Do,4,25,2025-02-21,2025-03-18,user_16,Project-Alpha
PROJ-2723,Create loading animation for activity feed,"Design a modern, intuitive UI for file upload in analytics. Must follow our design system guidelines and be responsive across all breakpoints.",Design,Highest,In Review,3,19,2024-03-16,2024-04-04,user_13,Project-Delta
PROJ-2724,Write changelog for data export release,"Write detailed documentation for task board including setup instructions, configuration options, and common pitfalls.",Docs,Highest,In Progress,3,13,2024-09-08,2024-09-21,user_15,Project-Eta
PROJ-2725,Implement activity feed data encryption,"Implement notifications backend with proper separation of concerns. Include service layer, repository pattern, and unit tests.",Backend,Highest,In Progress,3,16,2024-02-21,2024-03-08,user_7,Project-Beta
PROJ-2726,Prototype timeline interaction patterns,"Design a modern, intuitive UI for reporting in auth. Must follow our design system guidelines and be responsive across all breakpoints.",Design,Medium,To Do,6,32,2024-11-04,2024-12-06,user_17,Project-Epsilon
PROJ-2727,Review and merge notification PR,Technical debt item: project needs loading dashboard. This will improve maintainability and reduce future bugs.,Task,Highest,Done,2,16,2025-05-01,2025-05-17,user_4,Project-Gamma
PROJ-2728,Write changelog for notifications release,"Write detailed documentation for timeline including setup instructions, configuration options, and common pitfalls.",Docs,Highest,To Do,1,14,2025-01-15,2025-01-29,user_19,Project-Theta
PROJ-2729,Build billing dropdown menu component,Implement the client-side logic for calendar. Use existing design tokens and component library. Include unit tests.,Frontend,Medium,In Review,7,30,2024-05-29,2024-06-28,user_14,Project-Theta
PROJ-2730,Set up log rotation for settings,"Housekeeping task to deleting records in dashboard. Low risk, but important for long-term code health.",Task,Low,Done,8,33,2024-02-03,2024-03-07,user_7,Project-Gamma
PROJ-2731,Implement webhook support for auth,We need to implement user management in the profile module. This will allow users to exporting reports and significantly improve productivity.,Feature,Medium,Done,6,32,2024-08-19,2024-09-20,user_20,Project-Gamma
PROJ-2732,Create sprint security documentation,"Create user-facing documentation for task board. Must be clear, concise, and include screenshots where applicable.",Docs,Medium,Done,4,19,2024-06-18,2024-07-07,user_10,Project-Gamma
PROJ-2733,Set up monitoring for reporting,Sprint task: Complete exporting reports for kanban. Coordinate with the team for any blocking dependencies.,Task,Medium,Done,7,27,2024-10-25,2024-11-21,user_13,Project-Alpha
PROJ-2734,Set up staging environment for workflow,"Housekeeping task to deleting records in dashboard. Low risk, but important for long-term code health.",Task,Medium,In Progress,5,24,2024-06-25,2024-07-19,user_18,Project-Epsilon
PROJ-2735,Create new comments dashboard widget,"As a user, I want to updating profile so that I can improve my workflow. Acceptance criteria: 1) user management is accessible from report 2) Data is persisted correctly 3) UI updates in real-time.",Feature,Medium,In Review,9,46,2025-04-30,2025-06-15,user_6,Project-Beta
PROJ-2736,Create inventory logo variations,Redesign the user management experience to improve usability. Conduct user research and create wireframes before final design.,Design,High,In Progress,5,15,2024-12-07,2024-12-22,user_13,Project-Alpha
PROJ-2737,Create permissions progress indicator,Build task board with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Medium,To Do,5,25,2025-03-16,2025-04-10,user_18,Project-Eta
PROJ-2738,Design responsive layout for comments,"Create high-fidelity mockups for the permissions module. Include hover states, loading states, and error states.",Design,Highest,To Do,5,18,2024-11-26,2024-12-14,user_6,Project-Beta
PROJ-2739,Resolve CORS error in workflow API,Users are experiencing performance degradation when trying to deleting records. This affects mobile users. Steps to reproduce: 1) Navigate to activity feed 2) Perform deleting records 3) Observe the error.,Bug,Low,In Progress,4,26,2025-05-02,2025-05-28,user_1,Project-Gamma
PROJ-2740,Implement backlog search indexing,"Backend development: Implement the notifications service in task. Include proper error handling, input validation, and database transactions.",Backend,High,Done,6,25,2024-04-22,2024-05-17,user_20,Project-Alpha
PROJ-2741,Update README for workflow repository,"Write detailed documentation for timeline including setup instructions, configuration options, and common pitfalls.",Docs,Medium,To Do,5,19,2025-03-18,2025-04-06,user_20,Project-Beta
PROJ-2742,Prototype comments interaction patterns,"Design a modern, intuitive UI for calendar in notification. Must follow our design system guidelines and be responsive across all breakpoints.",Design,Low,Done,8,35,2024-05-05,2024-06-09,user_3,Project-Theta
PROJ-2743,Create profile email notification service,"Implement task board backend with proper separation of concerns. Include service layer, repository pattern, and unit tests.",Backend,Medium,In Progress,7,35,2024-09-07,2024-10-12,user_13,Project-Delta
PROJ-2744,Create new file upload dashboard widget,Product requirement: Build a comprehensive file upload system integrated with auth. Must support filtering results with proper validation and error handling.,Feature,Medium,To Do,9,35,2024-08-12,2024-09-16,user_9,Project-Beta
PROJ-2745,Design responsive layout for task board,Redesign the reporting experience to improve usability. Conduct user research and create wireframes before final design.,Design,Medium,To Do,6,33,2025-01-04,2025-02-06,user_9,Project-Epsilon
PROJ-2746,Build kanban file upload widget,Implement the client-side logic for task board. Use existing design tokens and component library. Include unit tests.,Frontend,High,To Do,4,21,2025-05-04,2025-05-25,user_3,Project-Epsilon
PROJ-2747,Reorganize notification file structure,Sprint task: Complete submitting forms for permissions. Coordinate with the team for any blocking dependencies.,Task,Medium,In Progress,5,24,2024-02-28,2024-03-23,user_19,Project-Theta
PROJ-2748,Implement sprint planning tab navigation,Implement the client-side logic for activity feed. Use existing design tokens and component library. Include unit tests.,Frontend,Medium,To Do,7,31,2024-06-13,2024-07-14,user_8,Project-Theta
PROJ-2749,Create inventory GraphQL schema,"Backend development: Implement the kanban service in dashboard. Include proper error handling, input validation, and database transactions.",Backend,Highest,In Progress,6,21,2024-02-21,2024-03-13,user_8,Project-Beta
